Label,true_cell,extcenterX,extcenterY,centerX,centerY,perimeter,area,ch_perimeter,ch_area,pconvexity,aconvexity
427,True,2417.3556926414262,236.9851879469884,2417.3556926414262,236.98518794698845,1407.3494218736669,29503,859.9769858199546,46776.00000000001,0.6110614552816805,0.6307294338977252
428,True,2336.7421126198083,1563.5918530351437,2336.7421126198083,1563.5918530351437,538.1564209736039,10016,438.2580729627171,12970.500000000004,0.8143693095212801,0.7722138699356229
429,True,2319.168996188056,1262.0019059720457,2319.168996188056,1262.0019059720455,179.82337649086287,1574,171.26612984261772,1859.5,0.9524130465391414,0.8464641032535629
430,True,2323.0506512301013,1240.7843704775687,2323.0506512301013,1240.7843704775687,106.5685424949238,691,105.70237671389349,740.5000000000001,0.991872218942362,0.9331532748143144
431,True,2363.3496517820568,2179.9041376485047,2363.3496517820568,2179.9041376485047,367.5462479183374,4882,317.47786191648675,6269.999999999999,0.8637766368574793,0.778628389154705
432,True,2578.1417927688576,1379.805109545262,2578.1417927688576,1379.805109545262,2261.6967517062803,51942,1279.789561334446,89086.49999999997,0.5658537380702965,0.5830513040696403
433,True,2442.621829290872,893.6930198111461,2442.621829290872,893.6930198111461,639.4406922210658,10802,545.2226636942273,14604.0,0.8526555634118674,0.7396603670227335
434,True,2345.5559566787006,-0.5,2345.555956678701,6.498194945848375,101.45584412271572,554,103.48400246132653,570.9999999999999,1.0199905521081432,0.970227670753065
435,True,2404.5206385037086,1298.5128990648177,2404.5206385037086,1298.5128990648177,650.683332908185,12404,526.6401901290869,17394.499999999996,0.8093648069565642,0.7130989680646183
436,True,2477.8097164516366,1955.490888548728,2477.8097164516366,1955.490888548728,1272.2955980045044,27438,866.6084790637136,42234.49999999999,0.6811376856313273,0.6496584545809706
437,True,2520.3748677607487,2189.571775396718,2520.3748677607487,2189.571775396718,2818.8409793710643,73730,1374.506463407576,122813.99999999996,0.4876140489891181,0.600338723598287
438,True,2354.9744680851063,2244.518085106383,2354.9744680851063,2244.518085106383,125.12489168102783,940,123.1229795513958,1017.0,0.9840006884103012,0.9242871189773844
